F5_6,F5_107,F5_54,F5_36,F5_37,F5_39,F5_55,ARPT_NAME,CITY,ST_PR,J5_3,J5_5,J5_6,J5_7,J5_8,J5_10,PRECISION,J5_12,J5_39,J5_14,J5_15,F5_14,F5_179,F5_197,CHRT_IDX,CLNK_IDX
OPRK,RYK,9800,N28230752,E070164727,E002.0,271,SHEIKH ZAYED INTL,RAHIM YAR KHAN,,PAK,NNNNNNNNNNNNNN,NNNNN,NNNN,Y,N,N,N,R,Y,-5:00=UTC,OP,N,WGE,51052,56458
OPSK,SKZ,8900,N27431926,E068473058,E002.0,196,BEGUM NUSRAT BHUTTO,SUKKUR,,PAK,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,N,Y,Y,-5:00=UTC,OP,N,WGE,51063,56463
OPST,SKT,11800,N32320866,E074214979,E002.0,786,SIALKOT INTL,SIALKOT,,PAK,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-5:00=UTC,OP,N,WGE,51073,56467
OPSW,RZS,5400,N26575700,E068525100,E001.0,258,SAWAN,SAWAN,,PAK,NNNNNNNNNNNNNN,NNNNN,NNNN,Y,N,N,N,N,P,-5:00=UTC,OP,N,WGE,51082,
OPTU,TUK,9000,N25591093,E063014860,E001.0,501,TURBAT INTL,TURBAT,,PAK,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-5:00=UTC,OP,N,WGE,51085,56478
ORAA,IQA,13100,N33470819,E042262832,E005.0,619,AL ASAD,AL-ANBAR,,IRQ,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,Y,N,N,M,-3:00=UTC,OR,N,WGE,51095,56487
ORBI,BGW,13100,N33154514,E044140448,E004.0,114,BAGHDAD INTL,BAGHDAD,,IRQ,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-3:00=UTC,OR,N,WGE,51107,56497
ORER,EBL,15700,N36141700,E043564800,E005.0,1363,ERBIL INTL,ERBIL,,IRQ,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-3:00=UTC,OR,N,WGE,51118,56503
ORMM,BSR,13100,N30325665,E047394371,E003.0,11,BASRAH INTL,BASRAH,,IRQ,NNNNNNNNNYNNNN,NNNNN,NNNN,,N,Y,N,Y,Y,-3:00=UTC,OR,N,WGE,51129,56511
ORNI,NJF,9800,N31592300,E044241500,E004.0,107,AL-ASHRAF INTL,AL NAJAF,,IRQ,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-3:00=UTC,OR,N,WGE,51134,56514
ORSU,ISU,11400,N35333800,E045185200,E004.0,2492,SULAIMANIYAH INTL,SULAIMANIYAH,,IRQ,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-3:00=UTC,OR,N,WGE,51152,56542
OSAP,ALP,9500,N36104975,E037133632,E003.0,1276,ALEPPO INTL,ALEPPO,,SYR,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-3:00=UTC,OS,N,WGE,51164,56556
OSDI,DAM,11800,N33243900,E036304800,E003.0,2020,DAMASCUS INTL,DAMASCUS,,SYR,NNNNNNNNNYNNNN,YNNNN,YYNN,Y,N,Y,Y,Y,Y,-3:00=UTC,OS,N,WGE,51179,56584
OSDZ,DEZ,9800,N35170774,E040103389,E004.0,700,DEIR ZZOR,DEIR ZZOR,,SYR,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,N,N,Y,Y,-3:00=UTC,OS,N,WGE,51216,56626
OSKL,KAC,11800,N37015019,E041121872,E004.0,1430,KAMISHLY,KAMISHLY,,SYR,NNNNNNNNNNNNNN,NNNNN,NNNN,Y,N,N,Y,N,Y,-3:00=UTC,OS,N,WGE,51220,56627
OSLK,LTK,9800,N35243566,E035565221,E003.0,157,BASSEL AL-ASSAD INTL,LATAKIA,,SYR,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,Y,Y,Y,-3:00=UTC,OS,N,WGE,51224,56628
OSPR,PMS,9400,N34330000,E038180000,E003.0,1322,PALMYRA,PALMYRA,,SYR,NNNNNNNNNNNNNN,NNNNN,NNNN,Y,N,N,N,N,J,-3:00=UTC,OS,N,WGE,51231,
OTBD,DIA,14900,N25153981,E051335434,E003.0,37,DOHA INTL,DOHA,,QAT,NNNYNNNNNYNNNN,NNNNN,NNNN,Y,N,Y,N,Y,Y,-3:00=UTC,OT,N,WGE,51233,56645
OTBH,XJD,12300,N25070587,E051184655,E002.0,132,AL UDEID AB,AL-UDEID,,QAT,NNNNNNNNNNNNNN,NNNNN,NNNN,,Y,Y,N,N,M,-3:00=UTC,OT,N,WGE,51263,56650
OTHH,DOH,15900,N25162843,E051363016,E003.0,13,HAMAD INTL,DOHA,,QAT,NNNNNNNNNYNNNN,NNNNN,YYNN,,N,Y,N,Y,Y,-3:00=UTC,OT,N,WGE,51277,56664
OYAA,ADE,10100,N12494500,E045014800,E002.0,7,ADEN INTL,ADEN,,YEM,NNNNNNNNNYNNNN,NYNNN,YYNN,Y,N,Y,N,Y,Y,-3:00=UTC,OY,N,WGE,51333,56676
OYGD,AAY,8800,N16113600,E052102700,E001.0,136,AL-GHAIDAH INTL,AL-GHAIDAH,,YEM,NNNNNNNNNYNNNN,NNNNN,NNNN,Y,N,N,N,Y,Y,-3:00=UTC,OY,N,WGE,51346,56686
OYHD,HOD,9800,N14450500,E042583400,E002.0,41,HODEIDAH INTL,HODEIDAH,,YEM,NNNYNNNNNYNNNN,YNNNN,NNNN,Y,N,N,Y,Y,Y,-3:00=UTC,OY,N,WGE,51353,56708
OYRN,RIY,9800,N14394500,E049223000,E001.0,49,MUKALLA INTL,MUKALLA,,YEM,NNNNNNNNNPNNNN,NNNYN,YYNN,Y,N,N,Y,Y,Y,-3:00=UTC,OY,N,WGE,51359,56717
OYSN,SAH,10600,N15284600,E044131100,E002.0,7216,SANAA INTL,SANAA,,YEM,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,Y,Y,Y,Y,-3:00=UTC,OY,N,WGE,51362,56718
OYSY,GXF,9800,N15574900,E048470600,E002.0,2097,SAYUN INTL,SAYUN,,YEM,NNNNNNNNNYNNNN,NNNNN,YYNN,Y,N,N,N,Y,Y,-3:00=UTC,OY,N,WGE,51381,56767
P08,,5500,N32560969,W111253530,E012.0,1576,COOLIDGE MUN,COOLIDGE,AZ,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+7:00=UTC,K2,N,NAW,51384,56775
P13,,6500,N33211130,W110400250,E012.0,3261,SAN CARLOS APACHE,GLOBE,AZ,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K2,N,NAW,51387,56778
P19,,4400,N33175558,W111545684,E013.0,1179,STELLAR,CHANDLER,AZ,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,Y,N,N,Y,U,Y,+7:00=UTC,K2,N,NAW,51390,56780
P20,,6200,N34085940,W114160420,E010.0,458,AVI SUQUILLA,PARKER,AZ,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,,N,N,Y,U,Y,+7:00=UTC,K2,N,NAW,51397,56785
P33,,6000,N32144350,W109534070,E011.0,4187,COCHISE CO,WILLCOX,AZ,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,,N,N,Y,N,Y,+7:00=UTC,K2,N,NAW,51401,56787
P34,,2600,N40355620,W077242040,W011.0,545,MIFFLINTOWN,MIFFLINTOWN,PA,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,51405,56790
P52,CTW,4200,N34434820,W112020649,E011.0,3560,COTTONWOOD,COTTONWOOD,AZ,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+7:00=UTC,K2,N,NAW,51408,56792
PAAK,AKB,4500,N52131410,W174122230,E008.0,55,ATKA,ATKA,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,J,+10:00=UTC,PA,Y,NAW,51411,56794
PAAQ,PAQ,6000,N61354170,W149051940,E016.0,249,WOODS PALMER MUN,PALMER,AK,USA,NNNYNNNNNYNNNN,NNNNN,NNYY,,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51415,56797
PABA,BTI,4500,N70064720,W143391300,E018.0,55,BARTER ISLAND,BARTER ISLAND,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51421,56800
PABE,BET,6400,N60464280,W161501380,E011.0,129,BETHEL,BETHEL,AK,USA,NNNYYNNNYYNNNN,NNNNN,YYNN,N,N,Y,Y,N,Y,+9:00=UTC,PA,Y,NAW,51424,56802
PABI,BIG,9000,N63594259,W145431220,E023.0,1285,ALLEN AAF,DELTA JUNCTION/FT GREELY,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,Y,Y,Y,U,M,+9:00=UTC,PA,Y,WGE,51434,56812
PABL,BKC,3200,N65585360,W161085690,E011.0,29,BUCKLAND,BUCKLAND,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51441,56820
PABR,BRW,7100,N71170550,W156460690,E010.0,49,WILEY POST-WILL ROGERS MEML,UTQIAGVIK,AK,USA,NNNYNNNNNYNNNN,NNNNN,YYNN,N,N,Y,Y,N,Y,+9:00=UTC,PA,Y,NAW,51444,56822
PABT,BTT,5100,N66545020,W151314460,E016.0,647,BETTLES,BETTLES,AK,USA,NNNYNNNNNYNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51450,56828
PACD,CDB,10100,N55122130,W162433450,E012.0,100,COLD BAY,COLD BAY,AK,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,Y,Y,N,Y,+9:00=UTC,PA,Y,NAW,51456,56832
PACE,CEM,2700,N65342620,W144465120,E020.0,937,CENTRAL,CENTRAL,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51468,56843
PACH,CHU,3400,N61344460,W159125630,E015.0,244,CHUATHBALUK,CHUATHBALUK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51473,56846
PACI,CIK,4000,N66384210,W143442360,E018.0,549,CHALKYITSIK,CHALKYITSIK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51478,56849
PACJ,CKD,3300,N61521603,W158081664,E011.0,177,CROOKED CREEK,CROOKED CREEK,AK,USA,NNNNNNYNNNNNNN,NNNNN,NNNN,N,N,N,N,N,Y,+9:00=UTC,PA,Y,NAW,51481,56851
PACM,SCM,3000,N61504035,W165342550,E012.0,22,SCAMMON BAY,SCAMMON BAY,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51484,56852
PACV,CDV,7500,N60292990,W145283921,E019.0,53,MERLE K (MUDHOLE) SMITH,CORDOVA,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,Y,Y,N,Y,+9:00=UTC,PA,Y,NAW,51490,56855
PACX,CXF,4000,N67150782,W150121407,E016.0,1049,COLDFOOT,COLDFOOT,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51496,56860
PACZ,CZF,3900,N61465165,W166022247,E008.0,467,CAPE ROMANZOF,CAPE ROMANZOF,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,N,U,M,+9:00=UTC,PA,Y,WGE,51501,56863
PADE,DRG,3300,N66040880,W162460140,E011.0,30,DEERING,DEERING,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51505,56866
PADK,ADK,7700,N51530090,W176383294,E007.0,20,ADAK,ADAK I,AK,USA,NNNNNNNNNYNNNY,NNNNN,NNNN,N,N,Y,Y,U,Y,+10:00=UTC,PA,Y,NAW,51512,56870
PADL,DLG,6400,N59024080,W158301980,E015.0,82,DILLINGHAM,DILLINGHAM,AK,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,N,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51521,56879
PADM,MLL,3200,N61515100,W162013400,E013.0,115,MARSHALL DON HUNTER SR,MARSHALL,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51526,56883
PADQ,ADQ,7500,N57445926,W152293820,E014.0,79,KODIAK,KODIAK,AK,USA,NNNYNNNNNYNNNN,NNNNN,YYNN,,Y,Y,Y,N,Y,+9:00=UTC,PA,Y,NAW,51531,56886
PADU,DUT,4500,N53535620,W166324210,E009.0,23,UNALASKA,UNALASKA,AK,USA,NNNNNNNNYNNNNN,NNNNN,NNNN,N,N,N,Y,P,Y,+9:00=UTC,PA,Y,NAW,51538,56890
PAED,EDF,10000,N61150487,W149482350,E018.0,213,ELMENDORF AFB,ANCHORAGE,AK,USA,NNNNNNNNNYNNNN,NYYNN,NNNN,,Y,Y,Y,Y,M,+9:00=UTC,PA,Y,WGE,51541,56892
PAEE,EEK,3200,N60124930,W162023800,E011.0,27,EEK,EEK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51556,56906
PAEG,EAA,3600,N64464110,W141085860,E021.0,907,EAGLE,EAGLE,AK,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51559,56908
PAEH,EHM,3900,N58385334,W162034669,E012.0,531,CAPE NEWENHAM LRRS,CAPE NEWENHAM,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,Y,N,N,N,N,M,+9:00=UTC,PA,Y,WGE,51562,56909
PAEI,EIL,14500,N64395632,W147060519,E019.0,548,EIELSON AFB,FAIRBANKS,AK,USA,NNNNNYNNNNNNYN,NNNNN,NNNN,N,Y,Y,Y,N,M,+9:00=UTC,PA,Y,WGE,51566,56912
PAEM,EMK,4600,N62471010,W164292670,E014.0,16,EMMONAK,EMMONAK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51584,56931
PAEN,ENA,7800,N60342380,W151144140,E015.0,100,KENAI MUN,KENAI,AK,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,N,N,Y,Y,N,Y,+9:00=UTC,PA,Y,NAW,51588,56934
PAFA,FAI,11800,N64485528,W147512400,E015.0,439,FAIRBANKS INTL,FAIRBANKS,AK,USA,NNNYNNNNNYNNNN,NYYNN,NNYY,Y,N,Y,Y,P,Y,+9:00=UTC,PA,Y,NAW,51596,56943
PAFB,FBK,8500,N64501540,W147365217,E017.0,449,LADD AAF,FT WAINWRIGHT,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,Y,Y,N,M,+9:00=UTC,PA,Y,WGE,51623,56964
PAFE,,4000,N56574091,W133543694,E021.0,172,KAKE,KAKE,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,U,Y,+9:00=UTC,PA,Y,NAW,51628,56966
PAFM,ABL,4000,N67062232,W157512576,E013.0,293,AMBLER,AMBLER,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51632,56969
PAFS,NIB,4000,N63010681,W154213038,E014.0,447,NIKOLAI,NIKOLAI,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51635,56970
PAGA,GAL,6000,N64441028,W156560440,E013.0,154,PITKA,GALENA,AK,USA,NNNYNNNYYNNNYN,NNNNN,NNNN,,Y,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51638,56972
PAGH,SHG,4000,N66531710,W157094470,E013.0,205,SHUNGNAK,SHUNGNAK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51642,56976
PAGK,GKN,5000,N62091561,W145271950,E017.0,1586,GULKANA,GULKANA,AK,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51647,56979
PAGL,GLV,4000,N64330165,W163002582,E010.0,65,GOLOVIN,GOLOVIN,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51652,56985
PAGM,GAM,4500,N63455982,W171435802,E008.0,30,GAMBELL,GAMBELL,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51656,56988
PAGQ,BGQ,2400,N61320486,W149484517,E015.0,162,BIG LAKE,BIG LAKE,AK,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51662,56992
PAGS,GST,6700,N58253100,W135422670,E020.0,36,GUSTAVUS,GUSTAVUS,AK,USA,NNNNNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51666,56995
PAGX,KGX,4000,N62533151,W160035903,E012.0,138,GRAYLING,GRAYLING,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51673,56998
PAGY,SGY,3500,N59273672,W135190070,E029.0,44,SKAGWAY,SKAGWAY,AK,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,N,P,Y,+9:00=UTC,PA,Y,NAW,51678,
PAHC,HCR,4000,N62111790,W159462980,E018.0,75,HOLY CROSS,HOLY CROSS,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51680,57000
PAHL,HSL,4000,N65415230,W156210500,E019.0,220,HUSLIA,HUSLIA,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51685,57003
PAHO,HOM,6700,N59384198,W151290891,E017.0,84,HOMER,HOMER,AK,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,N,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51689,57006
PAHP,HPB,3300,N61312593,W166084784,E008.0,20,HOOPER BAY,HOOPER BAY,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51697,57014
PAHU,HUS,3300,N66022070,W154155290,E013.0,299,HUGHES,HUGHES,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51701,57018
PAHV,,2900,N63520330,W148580780,E016.0,1275,HEALY RIVER,HEALY,AK,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51707,57021
PAHX,SHX,3400,N62413230,W159340920,E015.0,79,SHAGELUK,SHAGELUK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51712,57024
PAIG,IGG,3000,N59192655,W155540638,E019.0,90,IGIUGIG,IGIUGIG,AK,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51715,57026
PAII,EGX,5600,N58110777,W157223154,E013.0,92,EGEGIK,EGEGIK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51718,57028
PAIK,IAN,4000,N66583424,W160261896,E012.0,179,BAKER MEML,KIANA,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51721,57030
PAIL,ILI,5000,N59452008,W154550391,E014.0,192,ILIAMNA,ILIAMNA,AK,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51726,57033
PAIM,UTO,4100,N65593398,W153421256,E017.0,1261,INDIAN MOUNTAIN LRRS,UTOPIA CREEK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,N,M,+9:00=UTC,PA,Y,WGE,51734,57038
PAIW,WAA,4000,N65372131,W168054178,E008.0,26,WALES,WALES,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51738,57041
PAJN,JNU,8800,N58211696,W134344249,E020.0,25,JUNEAU INTL,JUNEAU,AK,USA,NNNYNNNNNYNNNN,NNNNN,NNYY,Y,N,N,Y,Y,Y,+9:00=UTC,PA,Y,NAW,51742,57043
PAJZ,KGK,3300,N59433630,W157153690,E013.0,272,KOLIGANEK,KOLIGANEK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51750,57049
PAKA,TEK,3700,N60522060,W146412820,E020.0,62,TATITLEK,TATITLEK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51753,57051
PAKH,AKK,3100,N56561929,W154105720,E018.0,44,AKHIOK,AKHIOK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,U,Y,+9:00=UTC,PA,Y,NAW,51755,57052
PAKI,KPN,3200,N59555380,W164014120,E010.0,20,KIPNUK,KIPNUK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,U,Y,+9:00=UTC,PA,Y,NAW,51758,57054
PAKK,KKA,3000,N64562230,W161091540,E011.0,162,KOYUK ALFRED ADAMS,KOYUK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51761,57056
PAKN,AKN,8900,N58403538,W156385529,E011.0,73,KING SALMON,KING SALMON,AK,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,Y,Y,Y,Y,N,Y,+9:00=UTC,PA,Y,NAW,51763,57057
PAKP,AKP,4800,N68080100,W151443600,E016.0,2106,ANAKTUVUK PASS,ANAKTUVUK PASS,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51775,57078
PAKT,KTN,7500,N55211470,W131424040,E021.0,92,KETCHIKAN INTL,KETCHIKAN,AK,USA,NNYNYNNNYNNNNN,NNNNN,NNYY,Y,N,Y,Y,P,Y,+9:00=UTC,PA,Y,NAW,51779,57080
PAKV,KAL,3900,N64190833,W158442870,E018.0,181,KALTAG,KALTAG,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,U,Y,+9:00=UTC,PA,Y,NAW,51789,57091
PAKW,KLW,5000,N55344520,W133043360,E020.0,80,KLAWOCK,KLAWOCK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51793,57093
PAKX,,3800,N60115453,W154192298,E013.0,288,WILDER RUNWAY,PORT ALSWORTH,AK,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,N,N,N,Y,+9:00=UTC,PA,Y,NAW,51799,57098
PALG,KLG,3100,N61320950,W160204410,E010.0,63,KALSKAG,KALSKAG,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51803,57100
PALU,LUR,4800,N68523048,W166063998,E007.0,14,CAPE LISBURNE LRRS,CAPE LISBURNE,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,M,+9:00=UTC,PA,Y,WGE,51806,57102
PAMB,KMO,3300,N58555540,W158540680,E016.0,107,MANOKOTAK,MANOKOTAK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51810,57105
PAMC,MCG,5900,N62571002,W155362537,E019.0,343,MCGRATH,MCGRATH,AK,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,N,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51813,57107
PAMD,MDO,3100,N59265980,W146182607,E018.0,100,MIDDLETON I,MIDDLETON I,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51819,57110
PAMH,LMA,4100,N63530950,W152180660,E021.0,682,MINCHUMINA,MINCHUMINA,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51823,57113
PAMK,SMK,4000,N63292420,W162063740,E017.0,98,ST. MICHAEL,ST. MICHAEL,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51828,57116
PAML,MLY,3400,N64591660,W150385130,E018.0,275,MANLEY HOT SPRINGS,MANLEY HOT SPRINGS,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51831,57118
PAMO,MOU,3500,N62054120,W163405830,E010.0,339,MOUNTAIN VILLAGE,MOUNTAIN VILLAGE,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51835,57120
PAMR,MRI,4000,N61124877,W149504095,E019.0,143,MERRILL,ANCHORAGE,AK,USA,NNNNYNNNYNNNYN,NNNYN,NNYY,N,N,N,Y,P,Y,+9:00=UTC,PA,Y,NAW,51838,57122
PAMY,MYU,3000,N60222060,W166161270,E008.0,53,MEKORYUK,MEKORYUK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51846,57128
PANA,WNA,3200,N60412520,W161584260,E014.0,17,NAPAKIAK,NAPAKIAK,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51849,57130
PANC,ANC,12400,N61102671,W149595330,E016.0,151,STEVENS ANCHORAGE INTL,ANCHORAGE,AK,USA,NNNYYNNNYYNNNN,NYYYY,NNYY,Y,Y,Y,Y,P,Y,+9:00=UTC,PA,Y,NAW,51852,57132
PANI,ANI,6200,N61345306,W159324307,E012.0,97,ANIAK,ANIAK,AK,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,,N,Y,Y,U,Y,+9:00=UTC,PA,Y,NAW,51892,57159
PANN,ENN,4600,N64325028,W149042613,E021.0,368,NENANA MUN,NENANA,AK,USA,NNYYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51898,57162
PANO,NNL,2800,N59584883,W154502103,E014.0,314,NONDALTON,NONDALTON,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+9:00=UTC,PA,Y,NAW,51901,57164
PANU,NUL,4000,N64434560,W158042720,E013.0,406,NULATO,NULATO,AK,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+9:00=UTC,PA,Y,NAW,51905,57166
